Id,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
368,1,1,45.0,0,1,59.4,0,1
369,2,0,29.0,0,0,13.8583,0,0
370,2,0,21.0,1,0,11.5,1,0
371,1,1,31.0,0,0,134.5,0,1
372,1,0,49.0,0,0,0.0,1,0
373,2,0,44.0,0,0,13.0,1,0
374,1,1,54.0,1,1,81.8583,1,1
375,1,1,45.0,0,0,262.375,0,1
376,3,1,22.0,2,0,8.6625,1,1
377,2,0,21.0,0,0,11.5,1,0
378,1,0,55.0,0,0,50.0,1,0
379,3,0,5.0,4,2,31.3875,1,0
380,3,0,,0,0,7.75,2,0
381,3,0,26.0,0,0,7.8792,2,0
382,3,1,,0,0,14.5,1,1
383,3,1,19.0,1,0,16.1,1,1
384,2,0,,0,0,12.875,1,0
385,2,1,24.0,1,2,65.0,1,1
386,3,0,24.0,0,0,7.775,1,0
387,2,0,57.0,0,0,13.0,1,0
388,3,0,21.0,0,0,7.75,2,0
389,3,0,6.0,3,1,21.075,1,0
390,1,0,23.0,0,0,93.5,1,0
391,1,1,51.0,0,1,39.4,1,1
392,3,0,13.0,0,2,20.25,1,0
393,2,0,47.0,0,0,10.5,1,0
394,3,0,29.0,3,1,22.025,1,0
395,1,1,18.0,1,0,60.0,1,1
396,3,0,24.0,0,0,7.25,2,0
397,1,1,48.0,1,1,79.2,0,1
398,3,0,22.0,0,0,7.775,1,0
399,3,0,31.0,0,0,7.7333,2,0
400,1,1,30.0,0,0,164.8667,1,1
401,2,0,38.0,1,0,21.0,1,0
402,1,1,22.0,0,1,59.4,0,1
403,1,0,17.0,0,0,47.1,1,0
404,1,0,43.0,1,0,27.7208,0,0
405,2,0,20.0,0,0,13.8625,0,0
406,2,0,23.0,1,0,10.5,1,0
407,1,0,50.0,1,1,211.5,0,0
408,3,1,,0,0,7.7208,2,1
409,3,1,3.0,1,1,13.775,1,1
410,3,1,,0,0,7.75,2,1
411,1,1,37.0,1,0,90.0,2,1
412,3,1,28.0,0,0,7.775,1,1
413,3,0,,0,0,8.05,1,0
414,1,1,39.0,0,0,108.9,0,1
415,3,0,38.5,0,0,7.25,1,0
416,3,0,,0,0,8.05,1,0
417,3,0,,1,1,22.3583,0,0
